Date,SKU,daily_sales,rolling_mean_7,rolling_std_7,demand_change,volatility_ratio,forecast_error,ghost_flag,ghost_demand
2022-04-29,J0230-SKD-S,11,7.714285714285714,1.6035674514745444,0.375,0.20786982787468547,3.0,-1,1
2022-04-30,J0230-SKD-S,12,8.428571428571429,2.2253945610567456,0.09090909090909083,0.2640298318506508,1.0,-1,1
2022-05-01,J0230-SKD-S,8,8.714285714285714,1.9760470401187056,-0.33333333333333337,0.22675947038548605,-4.0,-1,1
2022-05-04,J0230-SKD-S,9,9.0,1.8257418583505514,0.2857142857142858,0.20286018394337418,2.0,-1,1
2022-05-05,J0230-SKD-S,6,8.714285714285714,2.138089935299394,-0.33333333333333337,0.24535455458383407,-3.0,-1,1
2022-05-06,J0230-SKD-S,11,8.714285714285714,2.138089935299394,0.8333333333333333,0.24535455458383407,5.0,-1,1
2022-05-07,J0230-SKD-S,2,7.285714285714286,2.811540841738194,-0.8181818181818181,0.38589770962516456,-9.0,-1,1
2022-05-27,J0230-SKD-S,7,2.5714285714285716,2.149196970742252,6.0,0.8357984969225712,6.0,-1,1
2022-06-17,J0230-SKD-XS,10,3.7142857142857144,3.0937725468153876,1.5,0.8329385383514594,6.0,-1,1
2022-06-08,J0244-SKD-L,8,2.857142857142857,2.672612419124244,7.0,0.9354140192985786,7.0,-1,1
2022-05-31,J0301-TP-L,7,3.142857142857143,2.410295378065479,2.5,0.7669119217306773,5.0,-1,1
2022-05-03,J0338-DR-XS,6,2.0,1.8257418583505536,5.0,0.9128704727400404,5.0,-1,1
2022-05-31,J0339-DR-M,9,2.857142857142857,2.7945525240230875,8.0,0.9780930410755162,8.0,-1,1
2022-06-03,J0339-DR-M,1,4.142857142857143,3.4364987719368973,-0.8571428571428572,0.8294995033469571,-6.0,-1,1
2022-04-20,J0339-DR-XL,7,2.5714285714285716,2.14919697074224,6.0,0.8357984969225666,6.0,-1,1
2022-06-02,J0339-DR-XL,8,3.5714285714285716,2.5071326821120348,7.0,0.7019969544322224,7.0,-1,1
2022-05-17,J0339-DR-XXL,6,2.0,1.914854215512676,5.0,0.9574266290430234,5.0,-1,1
2022-04-09,J0341-DR-L,6,3.857142857142857,4.413183712037204,-0.5384615384615384,1.1441584435241232,-7.0,-1,1
2022-04-16,J0341-DR-L,12,5.571428571428571,5.028490259085155,3.0,0.9025493716859098,9.0,-1,1
2022-04-18,J0341-DR-L,5,6.142857142857143,4.634241089562614,-0.5833333333333333,0.7544112173502272,-7.0,-1,1
2022-04-20,J0341-DR-L,12,8.0,4.163331998932266,1.4,0.520416434814479,7.0,-1,1
2022-04-21,J0341-DR-L,3,6.571428571428571,3.8668308667927223,-0.75,0.5884306945333521,-9.0,-1,1
2022-05-23,J0341-DR-L,8,3.142857142857143,2.478478796128211,3.0,0.7886066387568639,6.0,-1,1
2022-05-27,J0341-DR-L,10,5.571428571428571,3.457221565416506,4.0,0.6205268362622485,8.0,-1,1
2022-04-10,J0341-DR-M,1,3.4285714285714284,4.353433237386437,-0.75,1.2697509905603384,-3.0,-1,1
